timestamp,poi,x,y,z,qw,qx,qy,qz,vx,vy,vz,roll,pitch,yaw,gimbal_pitch,radio_min,radio_max
932459715,0,-0.42371,-0.884617,0.433111,0.582866,0.00570269,-0.00916573,0.812497,0.000395055,-0.00269505,-0.00357819,-0.00824818,-0.0199529,1.89709,0.0200446,0,0
932501602,0,-0.423586,-0.884509,0.433006,0.582883,0.00573657,-0.00919729,0.812484,0.00100777,-0.00383037,-0.00170921,-0.00825956,-0.020045,1.89705,0.0200901,0,0
932530823,0,-0.423586,-0.884509,0.433006,0.582883,0.00573657,-0.00919729,0.812484,0.00100777,-0.00383037,-0.00170921,-0.00825956,-0.020045,1.89705,0.020015,0,0
932559327,0,-0.423556,-0.884427,0.432959,0.582837,0.00569709,-0.00919947,0.812517,0.00159824,-0.00169669,-0.00143855,-0.00831025,-0.0199829,1.89716,0.020015,0,0
932598373,0,-0.423678,-0.884362,0.432964,0.582851,0.00581291,-0.00920259,0.812506,0.00245605,0.00200714,-0.000239652,-0.00817996,-0.0201749,1.89713,0.0201616,0,0
932631274,0,-0.423663,-0.884343,0.43295,0.582815,0.00570192,-0.00917021,0.812533,0.000287672,-0.000929581,-0.000360892,-0.00825762,-0.0199564,1.89721,0.0199729,0,0
932661093,0,-0.423522,-0.884278,0.432915,0.582682,0.0057823,-0.0092035,0.812627,0.000631086,-0.00331447,-0.00119803,-0.0082213,-0.0201245,1.89754,0.0199729,0,0
932699563,0,-0.423503,-0.884247,0.432869,0.58282,0.00574849,-0.00918677,0.812529,0.00130776,-0.00193785,-0.000766634,-0.0082301,-0.0200514,1.8972,0.0200615,0,0
932731074,0,-0.423405,-0.884204,0.432844,0.582951,0.00572448,-0.00912456,0.812436,0.00114971,-0.0019832,-0.00185233,-0.00815377,-0.0199412,1.89688,0.020088,0,0
932760383,0,-0.423394,-0.884117,0.432806,0.58265,0.00576042,-0.00916961,0.812651,0.0015547,-0.00250393,-0.000203454,-0.00819251,-0.0200491,1.89762,0.020088,0,0
932797581,0,-0.423406,-0.884017,0.432778,0.582726,0.0057349,-0.00913918,0.812597,0.00396598,0.00120451,0.000175181,-0.00817091,-0.0199729,1.89743,0.0198915,0,0
932832333,0,-0.423406,-0.884017,0.432778,0.582726,0.0057349,-0.00913918,0.812597,0.00396598,0.00120451,0.000175181,-0.00817091,-0.0199729,1.89743,0.0200815,0,0
932865291,0,-0.42317,-0.883826,0.432746,0.58282,0.00573492,-0.00915317,0.81253,0.00298687,-0.00615573,-0.000296656,-0.00819132,-0.0199902,1.8972,0.0200815,0,0
932902197,0,-0.42317,-0.883826,0.432746,0.58282,0.00573492,-0.00915317,0.81253,0.00298687,-0.00615573,-0.000296656,-0.00819132,-0.0199902,1.8972,0.0199086,0,0
932931296,0,-0.422986,-0.883508,0.432717,0.582737,0.00577929,-0.00916014,0.812589,0.00275521,-0.00462759,0.000103782,-0.00815297,-0.0200696,1.89741,0.0200736,0,0
932961908,0,-0.422868,-0.883299,0.432663,0.582752,0.00578758,-0.0089678,0.81258,0.0045526,-0.00621976,-0.00102195,-0.00783031,-0.019859,1.89737,0.0200736,0,0
932997669,0,-0.422729,-0.883018,0.432666,0.582894,0.0056622,-0.00932364,0.812475,0.00647644,-0.00781994,-0.000183351,-0.00855136,-0.0200715,1.89702,0.0199567,0,0
933031494,0,-0.422558,-0.882771,0.432666,0.582858,0.00567848,-0.00913098,0.812503,0.00384468,-0.00635195,-0.00100739,-0.00822013,-0.019873,1.89711,0.0200336,0,0
933059340,0,-0.422558,-0.882771,0.432666,0.582858,0.00567848,-0.00913098,0.812503,0.00384468,-0.00635195,-0.00100739,-0.00822013,-0.019873,1.89711,0.0200336,0,0
933097356,0,-0.422522,-0.882587,0.43268,0.582706,0.00571824,-0.00916133,0.812612,0.00246838,-0.00174528,-0.00117379,-0.00822683,-0.0199715,1.89748,0.0198779,0,0
933131271,0,-0.422425,-0.882441,0.432647,0.582774,0.00569792,-0.00913077,0.812563,0.00199949,0.00402395,0.00228509,-0.00819918,-0.0199035,1.89732,0.0198797,0,0
933159737,0,-0.422425,-0.882441,0.432647,0.582774,0.00569792,-0.00913077,0.812563,0.00199949,0.00402395,0.00228509,-0.00819918,-0.0199035,1.89732,0.0198797,0,0
933197487,0,-0.422154,-0.88218,0.432593,0.58274,0.0057001,-0.00916693,0.812587,0.00204324,0.00518531,-0.00164911,-0.00825624,-0.0199488,1.8974,0.0198577,0,0
933231538,0,-0.422154,-0.88218,0.432593,0.58274,0.0057001,-0.00916693,0.812587,0.00204324,0.00518531,-0.00164911,-0.00825624,-0.0199488,1.8974,0.0199503,0,0
933260261,0,-0.421797,-0.881991,0.432534,0.582746,0.0057961,-0.00901197,0.812584,0.00138176,-0.00325019,-0.00070357,-0.00789229,-0.0199243,1.89738,0.0199503,0,0
933297802,0,-0.421487,-0.881863,0.432491,0.582821,0.00571656,-0.00900318,0.812531,0.000550633,-0.0126381,-0.000373341,-0.00796891,-0.0197855,1.8972,0.0198899,0,0
933331436,0,-0.421487,-0.881863,0.432491,0.582821,0.00571656,-0.00900318,0.812531,0.000550633,-0.0126381,-0.000373341,-0.00796891,-0.0197855,1.8972,0.0198758,0,0
933361240,0,-0.421464,-0.881804,0.432461,0.582876,0.00565881,-0.00919263,0.81249,-0.00102142,-2.90073e-05,0.00283653,-0.00834282,-0.0199131,1.89706,0.0198758,0,0
